satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
0.2,0.89,5,249,5,0,0,0,sales,medium
0.36,0.51,3,200,3,0,1,0,technical,low
0.52,0.92,4,185,3,0,0,0,sales,low
0.63,0.96,5,269,2,0,0,0,hr,medium
0.45,0.58,4,213,2,0,0,0,sales,medium
0.12,0.76,5,238,4,0,0,0,hr,low
0.41,0.55,2,165,3,0,1,0,accounting,low
0.17,0.8,5,181,3,0,0,0,marketing,medium
0.11,0.94,6,301,4,0,1,0,technical,medium
0.68,0.79,4,228,2,0,0,0,support,low
0.31,0.56,2,145,3,0,1,0,technical,low
0.59,0.54,2,146,3,0,0,0,technical,low
0.18,0.94,5,258,2,0,0,0,sales,medium
0.68,0.87,6,242,8,0,0,0,marketing,low
0.09,0.89,6,287,4,0,1,0,sales,low
0.51,0.55,4,182,3,0,0,0,sales,low
0.89,0.91,3,190,6,0,1,0,technical,low
0.54,0.45,2,144,3,0,1,0,technical,medium
0.59,0.84,3,270,5,0,0,0,sales,medium
0.62,0.49,2,164,3,0,1,0,technical,low
0.31,0.7,3,151,3,0,1,0,sales,low
0.09,0.93,7,309,4,1,1,0,technical,low
0.09,0.9,5,277,2,0,0,0,technical,low
0.37,0.61,2,171,3,0,0,0,technical,low
0.72,0.65,4,119,3,0,0,0,marketing,low
0.45,0.65,3,200,2,0,0,0,sales,low
0.47,0.62,3,190,2,0,0,0,RandD,low
0.63,0.94,3,184,2,0,0,0,support,low
0.7,0.77,4,148,3,0,0,0,marketing,low
0.4,0.57,2,238,3,0,1,0,IT,low
0.77,0.78,5,141,3,0,0,0,marketing,low
0.91,0.52,4,141,3,0,1,0,sales,low
0.65,0.67,3,246,5,0,0,0,technical,medium
0.78,0.51,3,186,2,0,0,0,technical,low
0.34,0.55,2,140,3,0,1,0,technical,low
0.83,0.54,5,143,5,0,1,0,sales,medium
0.58,0.82,3,281,2,0,0,0,sales,low
0.67,0.98,5,146,5,0,1,0,sales,medium
0.31,0.44,3,148,2,0,0,0,marketing,low
0.81,0.77,2,174,3,0,1,0,hr,low
0.36,0.42,2,146,3,0,0,0,sales,low
0.49,0.77,3,283,2,0,0,0,hr,low
0.71,0.8,3,266,4,0,0,0,hr,medium
0.45,0.55,2,143,3,0,1,0,support,low
0.38,0.51,2,139,6,0,1,0,technical,medium
0.79,0.86,5,137,3,0,1,0,technical,low
0.34,0.55,4,247,3,1,0,0,support,low
0.38,0.53,2,160,3,0,0,0,accounting,low
0.21,0.91,5,246,5,0,0,0,sales,medium
0.5,0.66,3,255,2,0,0,0,technical,medium
0.09,0.86,5,271,4,0,0,0,IT,low
0.49,0.88,4,275,3,0,0,0,sales,medium
0.73,0.71,3,225,5,0,0,0,marketing,low
0.46,0.69,4,193,2,1,0,0,marketing,low
0.74,0.9,5,269,3,0,1,0,product_mng,low
0.75,0.92,3,265,2,0,0,0,technical,low
0.67,0.55,2,172,3,0,1,0,sales,medium
0.43,0.85,4,143,3,0,0,0,technical,medium
0.61,0.69,4,215,6,1,0,0,support,low
0.7,0.69,4,170,3,0,0,0,sales,medium
0.43,0.48,2,158,3,0,0,0,product_mng,low
0.74,0.71,4,225,2,0,0,0,support,low
0.36,0.52,2,142,5,0,1,0,technical,medium
0.83,0.64,4,174,3,0,0,0,sales,low
0.52,0.48,4,183,3,0,0,0,sales,low
0.46,0.65,3,238,3,0,0,0,IT,low
0.66,0.94,4,245,3,0,0,0,technical,low
0.58,0.63,4,195,2,0,0,0,technical,low
0.09,0.71,5,250,4,1,0,0,sales,low
0.47,0.89,4,220,2,0,0,0,product_mng,medium
0.72,0.95,4,165,10,0,0,0,IT,medium
0.53,0.73,4,221,2,0,0,0,sales,low
0.58,0.89,4,254,5,0,1,0,sales,low
0.59,0.89,4,194,2,0,0,0,technical,medium
0.51,0.58,3,271,2,0,0,0,sales,low
0.79,0.53,5,267,3,0,1,0,product_mng,low
0.92,0.8,3,264,3,0,0,0,hr,low
0.79,0.85,4,252,5,0,0,0,sales,low
0.64,0.99,4,144,3,0,1,0,sales,low
0.71,0.52,2,238,3,0,1,0,technical,low
0.62,0.53,3,146,2,0,0,0,technical,low
0.09,0.9,7,303,5,0,1,0,technical,low
0.31,0.49,4,113,5,0,0,0,sales,low
0.11,0.92,6,192,4,0,0,0,hr,high
0.11,0.89,6,298,4,0,0,0,sales,medium
0.93,0.97,3,231,3,0,0,0,technical,medium
0.09,0.92,6,293,4,0,1,0,hr,low
0.59,0.79,4,193,2,0,0,0,sales,medium
0.34,0.53,2,144,3,0,0,0,support,medium
0.36,0.5,5,150,2,0,0,0,IT,low
0.57,0.97,5,251,4,0,1,0,support,low
0.47,0.63,4,199,3,0,0,0,sales,low
0.09,0.88,6,259,4,0,0,0,support,low
0.7,0.73,5,195,2,0,0,0,technical,medium
0.69,0.98,3,269,2,0,0,0,sales,low
0.92,0.55,2,162,3,0,0,0,support,low
0.39,0.49,2,151,3,0,1,0,sales,medium
0.09,0.91,6,257,5,0,1,0,technical,medium
0.5,0.52,2,168,2,0,0,0,technical,low
0.66,0.61,3,192,2,0,0,0,sales,medium
0.09,0.95,7,270,5,0,1,0,sales,low
0.91,0.8,4,262,3,0,0,0,technical,low
0.8,1.0,5,179,5,0,1,0,hr,medium
0.47,0.65,4,153,5,0,0,0,IT,low
0.64,0.97,4,244,8,1,0,0,sales,low
0.38,0.53,2,142,5,0,1,0,technical,low
0.52,0.91,3,218,4,0,0,0,technical,low
0.32,0.53,2,152,3,0,1,0,sales,medium
0.38,0.46,2,145,3,0,1,0,sales,medium
0.34,0.46,2,145,2,0,0,0,sales,low
0.91,0.6,4,241,5,0,0,0,technical,low
0.3,0.4,4,142,3,0,0,0,support,medium
0.61,0.93,5,269,2,0,0,0,sales,medium
0.72,0.7,5,250,3,0,0,0,RandD,low
0.19,0.97,4,196,5,0,0,0,sales,medium
0.67,0.61,2,171,3,0,0,0,sales,medium
0.39,0.51,2,134,3,0,1,0,support,low
0.66,0.73,3,261,2,0,0,0,RandD,low
0.59,0.51,4,183,2,0,1,0,sales,low
0.77,0.5,3,239,3,0,0,0,product_mng,low
0.93,0.65,4,240,2,0,0,0,sales,low
0.34,0.46,2,115,3,0,0,0,sales,low
0.09,0.9,6,291,4,0,1,0,technical,low
0.22,0.93,5,294,4,0,0,0,IT,low
0.09,0.88,7,310,4,0,1,0,sales,low
0.14,0.78,3,183,4,0,0,0,sales,low
0.3,0.55,2,128,3,0,0,0,marketing,medium
0.28,0.98,2,257,5,0,1,0,sales,low
0.58,0.93,5,265,2,0,0,0,technical,low
0.09,0.91,6,264,4,0,1,0,marketing,low
0.85,0.99,5,137,3,0,1,0,RandD,medium
0.67,0.98,5,155,3,0,0,0,product_mng,low
0.53,0.79,5,188,2,0,1,0,technical,low
0.47,0.85,3,165,10,0,1,1,sales,medium
0.68,0.83,4,154,3,0,0,0,hr,low
0.63,0.78,4,254,2,0,0,0,technical,low
0.75,0.65,4,160,2,0,0,0,sales,medium
0.49,0.71,5,251,3,0,0,0,sales,low
0.49,0.96,4,237,2,0,0,0,marketing,medium
0.36,0.54,5,149,5,0,1,1,sales,medium
0.36,0.47,2,142,3,0,1,0,technical,low
0.6,0.9,3,187,2,0,0,0,technical,low
0.12,0.77,3,236,2,0,0,0,technical,high
0.8,0.89,4,242,2,0,0,0,sales,medium
0.48,0.66,3,149,3,0,0,0,sales,medium
0.69,0.69,4,181,2,0,0,0,sales,low
0.61,0.69,5,198,3,0,0,0,sales,medium
0.54,0.97,4,267,2,0,0,0,sales,medium
0.77,0.82,5,159,2,0,0,0,product_mng,medium
0.86,0.93,3,196,3,0,0,0,hr,medium
0.09,0.9,5,267,5,0,1,0,support,low
0.57,0.75,4,270,2,0,0,0,hr,low
0.7,0.52,5,184,5,0,0,0,technical,low
0.91,0.61,2,257,3,0,0,0,technical,low
0.14,0.81,6,274,4,0,1,0,sales,medium
0.7,0.95,3,110,3,0,0,0,sales,low
0.66,0.6,3,202,2,0,0,0,technical,medium
0.71,0.9,4,167,2,0,0,0,sales,low
0.91,0.52,3,146,2,1,0,0,sales,high
0.66,0.95,4,243,5,1,0,0,sales,medium
0.62,0.91,7,257,6,0,1,0,sales,medium
0.48,0.53,3,151,3,0,0,0,sales,high
0.6,0.5,5,245,3,0,1,0,hr,low
0.57,0.45,4,201,3,0,0,0,RandD,medium
0.38,0.6,3,153,3,0,0,0,technical,low
0.34,0.61,2,122,3,0,1,0,RandD,low
0.45,0.66,3,267,3,1,0,1,RandD,high
0.34,0.56,4,125,2,0,0,0,sales,medium
0.09,0.94,5,262,4,0,0,0,marketing,low
0.85,0.92,5,278,5,0,0,0,accounting,low
0.46,0.85,5,181,2,0,0,0,sales,low
0.7,0.78,4,263,5,0,0,0,sales,medium
0.55,0.86,3,176,3,0,0,0,product_mng,medium
0.69,1.0,4,251,3,0,0,0,marketing,medium
0.36,0.55,2,141,3,0,1,0,sales,low
0.34,0.49,2,120,3,0,1,0,hr,low
0.46,0.61,3,242,5,0,0,0,sales,high
0.17,0.88,3,186,4,0,0,0,IT,medium
0.55,1.0,3,147,2,0,0,0,sales,low
0.85,0.81,3,234,3,0,0,0,RandD,medium
0.15,0.76,6,268,4,0,0,0,accounting,low
0.77,0.86,4,240,5,0,0,0,RandD,high
0.14,0.75,3,170,2,0,0,0,technical,medium
0.64,0.89,4,260,2,0,0,0,technical,low
0.7,0.69,4,213,2,0,0,0,marketing,low
0.66,0.69,4,222,3,0,0,0,sales,low
0.46,0.53,5,187,3,0,1,0,support,low
0.36,0.99,2,140,5,0,1,0,technical,medium
0.09,0.79,6,299,4,0,1,0,product_mng,low
0.16,0.75,6,301,4,0,1,0,sales,low
0.44,0.62,5,152,3,0,0,0,sales,low
0.36,0.55,2,146,3,0,1,0,technical,low
0.7,0.89,5,230,3,0,1,0,sales,medium
0.45,0.72,5,197,3,0,1,0,support,low
0.16,0.96,6,247,4,0,0,0,technical,low
0.69,0.85,5,270,5,0,1,0,sales,medium
0.72,0.45,3,123,2,0,0,0,accounting,low
0.55,0.7,4,211,2,0,0,0,technical,low
0.73,0.81,5,282,5,0,1,0,sales,medium
0.61,0.54,4,146,2,0,0,0,sales,low
0.12,0.75,3,190,2,0,0,0,sales,low
0.61,0.84,4,236,4,0,0,0,sales,low
0.71,0.54,3,240,2,0,0,0,sales,low
0.67,0.72,3,189,3,0,0,0,sales,medium
0.67,0.65,3,249,2,0,0,0,sales,low
0.72,0.68,3,245,3,0,0,0,support,low
0.41,0.56,5,152,8,0,0,0,sales,medium
0.59,0.61,5,212,2,0,0,0,support,medium
0.89,0.95,4,263,3,0,0,0,sales,low
0.39,0.56,2,168,3,0,0,0,management,medium
0.68,0.98,5,258,3,0,1,0,sales,medium
0.09,0.93,5,277,4,0,1,0,technical,medium
0.53,0.97,2,162,3,1,1,0,sales,medium
0.25,0.91,3,305,3,0,1,0,support,low
0.09,0.79,6,282,4,0,1,0,support,low
0.39,0.59,2,148,3,0,1,0,technical,medium
0.41,0.49,2,143,3,0,1,0,sales,medium
0.42,0.54,4,139,3,0,0,0,RandD,low
0.56,0.95,5,263,2,0,0,0,sales,low
0.13,0.62,3,269,5,0,0,0,support,medium
0.83,0.54,4,196,2,1,0,0,technical,low
0.61,0.96,3,190,3,0,0,0,marketing,medium
0.09,0.67,5,291,5,0,1,0,technical,low
0.84,1.0,4,144,3,0,0,0,technical,low
0.09,0.86,6,252,5,0,1,0,technical,low
0.51,0.72,4,230,3,0,0,0,marketing,low
0.59,0.63,3,213,2,0,0,0,sales,medium
0.65,0.65,3,202,6,0,0,0,product_mng,medium
0.68,0.54,5,275,5,0,1,0,hr,medium
0.12,0.84,6,275,5,0,1,0,sales,high
0.51,0.49,4,209,3,0,0,0,hr,medium
0.39,0.4,3,145,3,0,0,0,sales,low
0.16,0.89,4,284,5,0,0,0,sales,low
0.64,0.5,2,148,5,0,1,0,sales,low
0.58,0.93,4,180,2,0,0,0,product_mng,low
0.09,0.92,7,310,5,0,1,0,technical,low
0.73,0.7,3,249,2,0,0,0,sales,medium
0.35,0.55,5,146,3,0,1,0,sales,medium
0.67,0.9,5,155,2,0,0,0,IT,low
0.36,0.51,2,227,3,0,1,0,technical,low
0.34,0.54,2,186,3,0,1,0,technical,low
0.7,0.66,4,147,3,0,0,1,technical,medium
0.09,0.83,6,270,4,0,1,0,sales,medium
0.72,0.52,2,265,3,0,0,0,IT,low
0.52,0.88,3,185,2,0,0,0,technical,low
0.09,0.92,6,295,4,0,1,0,technical,low
0.49,0.64,3,219,3,0,0,0,RandD,medium
0.37,0.54,2,171,3,0,1,0,hr,low
0.36,0.54,2,262,3,0,1,0,sales,medium
0.84,0.52,5,230,3,1,0,0,sales,medium
0.39,0.49,2,143,3,0,1,0,sales,low
0.63,0.94,5,188,2,0,0,0,sales,medium
0.18,0.64,6,262,5,0,0,0,RandD,low
0.54,0.91,3,224,5,0,0,0,sales,low
0.81,0.63,2,150,4,0,1,0,RandD,low
0.65,0.53,4,261,2,0,1,0,technical,low
0.65,0.89,4,266,3,0,0,0,sales,low
0.55,0.61,4,237,3,0,0,0,marketing,low
0.69,0.89,6,229,4,0,0,0,hr,low
0.16,0.96,6,199,4,0,1,0,support,low
0.63,0.67,3,166,3,0,0,0,sales,low
0.84,0.93,5,224,2,0,0,0,sales,medium
0.37,0.65,5,148,3,0,1,0,sales,low
0.49,0.52,4,165,5,0,0,0,sales,low
0.68,0.49,4,147,2,1,0,0,management,medium
0.8,0.63,3,214,3,0,0,0,sales,medium
0.5,0.77,6,268,3,0,1,0,sales,low
0.6,0.86,4,257,3,0,0,0,IT,low
0.47,0.53,5,156,2,0,0,0,hr,medium
0.34,0.54,4,209,3,0,0,0,technical,low
0.94,0.54,4,116,5,1,0,0,sales,medium
0.09,0.94,4,261,4,0,0,0,support,low
0.35,0.51,2,165,3,0,0,1,sales,low
0.63,0.77,3,232,2,0,0,0,hr,low
0.66,0.85,4,263,6,0,0,0,IT,medium
0.57,0.63,3,145,3,0,0,0,management,low
0.83,0.89,5,244,4,0,1,0,sales,high
0.67,0.66,4,224,3,0,0,0,sales,medium
0.53,0.86,5,182,5,0,0,0,sales,low
0.38,0.47,2,164,3,0,0,0,sales,low
0.5,0.63,3,136,3,0,0,0,support,medium
0.92,0.49,4,228,3,0,0,0,sales,low
0.73,0.6,3,142,2,0,0,0,sales,low
0.52,0.62,3,239,6,0,0,0,accounting,medium
0.69,0.67,4,133,2,0,0,0,sales,high
0.69,0.96,5,243,5,0,0,0,product_mng,low
0.46,0.8,4,178,3,0,0,0,sales,medium
0.64,0.66,4,198,4,0,0,0,support,medium
0.28,0.5,2,172,2,1,0,0,sales,medium
0.55,0.64,2,115,3,0,1,0,support,low
0.68,0.53,4,250,2,0,0,0,support,medium
0.95,0.87,5,191,10,0,0,0,sales,medium
0.54,0.78,5,208,5,1,0,0,sales,medium
0.4,0.55,5,144,3,0,0,0,support,high
0.54,0.9,4,264,2,0,0,0,sales,medium
0.48,0.67,3,166,2,0,0,0,sales,low
0.65,0.7,3,192,5,0,0,0,sales,medium
0.48,0.7,3,265,2,0,0,0,sales,medium
0.53,0.85,5,216,3,0,0,0,product_mng,medium
0.7,0.62,3,185,2,1,0,0,sales,medium
0.51,0.66,4,147,3,0,0,0,technical,low
0.67,0.55,2,244,3,0,0,0,management,high
0.81,1.0,4,211,3,0,1,0,IT,medium
0.85,0.65,4,124,3,1,0,0,sales,medium
0.68,0.91,5,249,5,0,0,0,sales,low
0.94,0.48,4,146,3,0,0,0,sales,low
0.54,0.63,5,142,3,0,0,0,support,low
0.68,0.69,5,270,5,0,0,0,sales,medium
0.63,0.52,2,229,5,0,1,0,technical,medium
0.57,0.67,4,225,2,0,0,0,support,medium
0.09,0.89,4,249,4,0,1,0,technical,medium
0.24,0.67,4,255,2,0,0,0,technical,medium
0.53,0.54,4,164,3,0,0,0,sales,low
0.72,0.89,5,160,2,0,0,0,IT,low
0.81,0.53,4,172,2,0,1,0,IT,low
0.54,1.0,4,269,3,0,0,0,technical,low
0.92,0.56,4,191,4,1,0,0,marketing,low
0.18,0.83,6,245,5,0,1,0,sales,low
0.6,0.64,4,190,4,0,1,0,support,low
0.62,0.92,3,255,4,1,0,0,sales,low
0.15,0.51,3,214,8,1,0,0,sales,high
0.35,0.54,2,134,3,0,1,0,technical,medium
0.63,0.63,4,275,5,0,0,0,sales,medium
0.74,0.62,4,224,2,0,0,0,sales,medium
0.6,0.67,4,194,2,0,0,0,technical,medium
0.58,0.94,3,209,2,0,0,0,technical,medium
0.14,0.93,6,216,4,1,0,0,support,high
0.19,0.66,4,188,2,0,0,0,sales,medium
0.1,0.88,6,191,6,1,0,0,support,low
0.61,0.7,3,156,2,0,0,0,support,low
0.57,0.65,3,191,3,0,0,0,sales,low
0.09,0.83,6,245,5,0,1,0,IT,low
0.37,0.5,2,166,3,0,0,0,accounting,low
0.8,0.85,5,201,2,0,0,0,sales,low
0.49,0.65,3,142,3,0,0,0,sales,high
0.66,0.53,3,146,2,1,0,0,sales,high
0.21,0.7,3,257,2,1,0,0,management,low
0.83,0.9,5,276,5,0,0,0,sales,low
0.19,0.81,4,251,4,0,0,0,marketing,medium
0.36,0.46,2,162,3,0,1,0,sales,low
0.1,0.94,5,239,6,0,1,0,sales,medium
0.61,0.6,3,229,2,0,0,0,technical,high
0.12,0.89,6,270,5,0,0,0,technical,low
0.36,0.5,2,170,3,0,1,0,sales,low
0.41,0.52,5,164,3,0,1,0,support,low
0.68,0.92,4,164,2,0,0,1,management,low
0.74,0.51,2,145,3,0,0,0,sales,low
0.34,0.64,4,143,3,0,1,0,support,low
0.38,0.66,2,169,3,0,1,0,technical,medium
0.36,0.47,2,160,3,0,0,0,sales,low
0.97,0.88,5,165,5,0,1,0,sales,medium
0.39,0.55,2,157,4,0,1,0,technical,low
0.67,0.79,4,261,5,0,0,0,sales,medium
0.5,0.71,4,212,3,0,0,0,support,low
0.72,0.98,4,241,2,0,0,0,marketing,medium
0.85,0.92,6,196,4,0,0,0,technical,low
0.92,0.63,3,217,3,1,0,0,product_mng,low
0.52,0.77,3,271,2,0,0,0,technical,low
0.21,0.85,5,189,5,0,0,0,technical,low
0.61,0.59,5,263,3,0,0,0,sales,medium
0.16,0.66,5,195,6,0,0,0,technical,medium
0.65,0.91,5,222,2,0,0,0,support,low
0.86,0.62,4,231,3,0,0,0,product_mng,medium
0.18,0.97,5,292,5,0,0,0,technical,low
0.71,0.59,3,253,3,0,0,0,product_mng,high
0.7,0.65,4,225,3,0,0,0,sales,medium
0.37,0.62,4,151,3,0,0,0,sales,medium
0.61,0.55,4,139,2,0,0,0,sales,low
0.09,0.96,3,200,2,0,1,0,hr,low
0.23,0.91,5,242,5,0,1,0,sales,medium
0.62,0.84,5,273,2,0,0,0,sales,low
0.83,0.79,5,205,2,0,0,0,sales,low
0.66,0.93,5,258,2,0,0,0,support,low
0.39,0.49,2,155,3,0,0,0,technical,high
0.68,0.9,3,270,4,0,0,0,sales,low
0.72,0.87,3,193,10,0,0,0,hr,medium
0.12,0.72,5,241,4,0,0,1,IT,medium
0.71,0.61,4,242,2,0,0,0,sales,low
0.66,0.59,5,225,2,0,0,0,IT,low
0.89,0.68,5,258,5,0,1,0,sales,medium
0.49,0.82,5,227,6,0,0,0,technical,low
0.52,0.69,4,227,6,0,0,0,technical,medium
0.13,0.96,6,261,5,0,1,0,sales,medium
0.7,0.69,4,232,3,0,0,0,sales,low
0.53,0.51,4,237,2,0,0,0,technical,low
0.49,0.62,3,193,2,0,0,0,sales,high
0.75,0.99,3,238,2,0,0,0,sales,low
0.73,0.97,4,265,5,0,1,0,sales,low
0.71,0.71,6,218,5,0,1,0,sales,medium
0.1,0.88,6,308,5,0,1,0,sales,low
0.32,0.46,2,148,3,0,1,0,technical,medium
0.52,0.65,2,272,3,0,0,0,support,medium
0.52,0.62,3,161,3,0,0,0,hr,low
0.55,0.61,4,169,2,0,0,0,technical,low
0.69,0.92,4,273,4,1,0,0,sales,low
0.16,0.9,4,264,4,0,0,0,marketing,low
0.89,0.48,4,149,3,0,0,1,sales,medium
0.36,0.98,2,264,3,0,1,0,sales,medium
0.46,0.7,4,168,3,0,0,0,sales,low
0.79,0.87,3,259,3,0,0,1,management,high
0.92,0.81,3,250,2,0,0,0,technical,medium
0.63,0.83,3,268,2,0,0,0,sales,medium
0.77,0.65,4,182,3,0,0,0,sales,medium
0.81,0.99,3,180,5,0,0,0,sales,low
0.81,0.63,5,262,5,0,1,0,product_mng,low
0.54,0.49,4,238,3,0,0,0,sales,high
0.51,0.57,3,140,5,0,0,0,management,low
0.4,0.55,2,157,2,0,1,0,sales,medium
0.83,0.89,4,272,3,0,0,0,technical,high
0.57,0.71,3,142,3,0,0,0,technical,low
0.82,0.69,5,232,6,0,0,0,sales,medium
0.69,0.6,3,183,3,0,0,0,technical,low
0.72,0.53,4,217,3,0,0,0,marketing,medium
0.5,0.65,3,192,2,1,0,0,IT,medium
0.37,0.42,2,148,2,0,0,0,marketing,low
0.59,0.89,4,242,3,0,0,0,RandD,medium
0.36,0.97,2,139,3,0,1,0,technical,medium
0.69,0.95,3,267,4,0,1,0,technical,low
0.4,0.54,5,146,3,0,1,0,support,medium
0.83,1.0,6,268,4,0,1,0,technical,low
0.76,0.79,4,194,2,0,0,0,technical,low
0.62,0.64,5,159,6,0,0,0,sales,medium
0.62,0.84,4,190,2,1,0,0,product_mng,low
0.34,0.5,2,162,5,0,1,1,sales,medium
0.64,0.89,4,271,5,0,0,0,hr,medium
0.33,0.49,2,163,3,0,0,1,management,high
0.36,0.54,2,156,3,0,1,0,product_mng,low
0.63,0.51,4,271,3,0,0,0,sales,medium
0.71,0.75,6,180,4,0,0,0,technical,low
0.68,0.53,3,174,3,0,0,0,support,low
0.59,0.63,4,144,3,0,0,0,technical,low
0.22,0.68,3,201,4,1,0,0,sales,medium
0.6,0.87,4,189,3,0,0,0,sales,medium
0.64,0.6,4,258,3,0,0,0,support,medium
0.66,0.99,4,247,3,0,0,0,sales,medium
0.54,0.91,4,262,5,0,1,0,sales,low
0.31,0.5,2,149,3,0,1,0,technical,low
0.39,0.52,2,161,3,0,1,0,support,low
0.55,0.9,3,162,2,0,0,0,sales,low
0.2,0.95,3,218,5,0,1,0,support,low
0.4,0.5,2,157,3,0,0,0,sales,low
0.4,0.53,2,134,3,0,0,0,technical,medium
0.83,0.9,4,228,3,0,0,0,accounting,low
0.63,0.91,4,232,2,0,0,0,hr,medium
0.36,0.52,2,168,3,0,1,0,hr,low
0.68,0.63,4,193,3,0,0,0,support,medium
0.67,0.97,4,245,5,0,0,0,sales,medium
0.9,0.88,4,199,3,0,0,0,technical,medium
0.32,0.43,2,160,3,0,0,0,product_mng,low
0.74,0.54,4,239,2,0,0,0,support,high
0.49,0.62,4,257,3,0,0,0,sales,low
0.18,0.79,4,271,5,0,0,0,sales,medium
0.69,0.5,3,170,3,0,1,0,sales,medium
0.42,0.53,2,143,3,0,0,1,sales,low
0.89,0.97,4,137,3,0,0,0,support,medium
0.91,0.9,3,271,2,0,0,0,IT,medium
0.54,0.74,2,266,3,0,0,0,hr,low
0.77,0.97,5,245,3,0,0,0,sales,medium
0.57,0.75,3,217,2,0,0,0,sales,low
0.54,0.6,4,150,3,0,0,0,sales,low
0.55,0.65,5,157,3,0,0,0,technical,medium
0.43,0.65,3,204,2,0,0,0,technical,low
0.59,0.66,4,196,2,0,0,0,sales,low
0.56,0.58,3,199,2,0,0,0,sales,medium
0.72,0.79,3,246,3,0,0,0,product_mng,low
0.54,0.72,3,225,3,0,0,0,support,low
0.55,0.72,3,208,2,0,0,1,RandD,medium
0.71,0.59,3,157,3,0,0,0,sales,low
0.89,0.88,5,180,5,0,0,0,sales,low
0.74,0.99,4,266,5,1,0,0,product_mng,medium
0.16,0.85,3,273,7,0,0,0,sales,low
0.31,0.42,2,140,3,0,0,0,technical,low
0.84,0.87,5,161,2,0,0,0,sales,low
0.68,0.71,3,185,5,0,0,0,sales,medium
0.09,0.88,7,298,4,0,1,0,hr,low
0.45,0.55,2,267,2,1,0,0,sales,medium
0.46,0.48,4,146,2,1,0,0,technical,medium
0.81,0.82,4,226,3,0,0,0,accounting,low
0.33,0.5,2,164,3,0,1,0,technical,low
0.57,0.81,4,273,5,0,0,0,sales,medium
0.37,0.81,2,218,3,0,1,0,technical,low
0.19,0.83,3,225,2,0,0,0,sales,medium
0.6,0.5,3,154,2,0,0,0,management,high
0.79,0.64,4,151,2,0,0,0,sales,low
0.32,0.52,2,160,3,0,1,0,sales,low
0.75,0.65,4,216,3,0,0,0,sales,medium
0.09,0.75,6,307,4,0,0,0,hr,medium
0.09,0.87,5,233,4,0,0,0,RandD,medium
0.58,0.5,2,147,3,0,1,0,IT,low
0.67,0.68,4,234,2,0,0,1,sales,low
0.43,0.67,4,191,3,0,0,0,RandD,low
0.44,0.63,3,136,3,0,0,0,sales,medium
0.68,0.63,4,221,2,0,0,0,sales,medium
0.61,0.57,3,173,2,0,0,0,technical,low
0.51,0.56,5,145,3,0,1,0,technical,medium
0.19,0.92,6,257,4,0,0,0,IT,low
0.71,0.66,3,224,6,0,0,0,RandD,low
0.53,0.53,2,138,2,0,0,0,sales,low
0.7,0.89,7,185,4,0,1,0,product_mng,low
0.36,1.0,4,227,5,0,0,0,sales,low
0.59,0.55,5,164,3,0,1,0,technical,low
0.74,0.96,3,193,6,0,0,0,sales,medium
0.53,0.98,4,238,2,0,0,0,product_mng,medium
0.79,0.89,3,199,2,0,0,0,sales,low
0.4,0.91,4,258,2,0,0,0,sales,low
0.77,0.82,4,141,5,1,0,0,sales,low
0.1,0.88,6,292,4,0,1,0,product_mng,high
0.16,0.77,5,194,2,0,0,0,sales,low
0.63,0.91,3,229,2,0,0,0,technical,low
0.36,0.73,2,228,6,0,0,0,sales,low
0.19,0.9,4,274,4,0,0,0,hr,low
0.63,0.54,4,268,2,0,1,1,sales,low
0.72,0.51,5,151,3,0,0,0,technical,low
0.37,0.67,4,139,2,0,0,0,technical,medium
0.32,0.49,2,153,3,0,1,0,product_mng,medium
0.61,0.66,3,196,3,0,0,0,technical,low
0.38,0.49,3,165,10,0,0,0,sales,high
0.84,1.0,5,231,6,0,1,0,marketing,medium
0.61,0.53,3,274,10,0,0,0,marketing,low
0.39,0.52,2,141,2,0,1,0,support,low
0.65,0.77,4,221,2,0,0,0,sales,low
0.18,0.92,6,258,4,0,1,0,support,high
0.13,0.95,7,295,4,0,1,0,product_mng,low
0.13,0.88,6,275,4,0,0,0,sales,medium
0.72,0.67,4,246,3,0,0,0,marketing,medium
0.61,0.89,3,161,2,0,0,0,management,high
0.34,0.48,2,142,2,0,1,0,product_mng,medium
0.47,0.5,4,146,3,0,0,0,IT,low
0.54,0.58,4,253,2,0,0,0,sales,low
0.69,0.63,3,235,3,0,0,0,technical,low
0.94,0.53,4,184,2,0,0,0,sales,high
0.17,0.88,5,270,2,0,0,0,sales,medium
0.65,0.89,3,223,2,0,0,0,accounting,low
0.67,0.93,3,258,2,0,0,0,marketing,low
0.65,0.67,4,263,2,0,0,0,IT,medium
0.7,0.51,2,170,3,0,0,0,sales,low
0.5,0.5,3,137,2,0,0,0,technical,low
0.38,0.55,2,141,3,1,1,0,technical,low
0.91,0.98,5,237,5,0,1,0,hr,medium
0.57,0.84,3,213,4,0,0,0,hr,medium
0.49,0.51,3,161,2,0,0,0,sales,low
0.55,0.49,4,263,4,0,0,0,accounting,low
0.81,0.78,4,175,2,0,0,0,sales,medium
0.74,0.58,5,247,3,0,0,0,technical,low
0.81,0.55,4,239,3,0,1,0,hr,low
0.46,0.6,3,203,3,0,0,0,IT,low
0.76,0.98,4,241,3,0,0,0,support,low
